"","id","publish","title","viewCount","likeCount","dislikeCount","commentCount"
"309","m7j0eci2m9o","2011-07-25T04:10:28.000Z","JAY'ED×若旦那「Toy box」PV Short ver.試聴 [YouTubeフルver.解禁=8/17～]",122617,62,19,6
"310","s0s2TpfefCY","2011-07-25T01:37:48.000Z","AYABIE 「Lilia」Music Video　（Short ver.）",36093,123,10,23
"311","5Mr4EkewrmE","2011-07-22T17:38:27.000Z","NOVELS 『ミッシングリンク』Music Video",890850,2412,61,209
"312","Dw1rxBdWius","2011-07-19T18:15:28.000Z","ゆず『LOVE & PEACH』",2119873,1594,123,146
"313","5I8qc8cZD_4","2011-07-14T04:55:12.000Z","Salyu「青空」MV (Full)",1978057,3642,164,193
"314","S_J0ne2G6Mc","2011-07-14T03:55:16.000Z","鴉 「列車」 Music Video",215253,1090,8,69
"315","WV9NcFu9BvM","2011-07-04T04:43:36.000Z","Manami「ベストフレンド」ミュージックビデオ",208743,378,17,41
"316","DB4ywSsO8VA","2011-07-02T12:45:22.000Z","NOVELS「ミッシングリンク」15秒SPOT",27930,34,3,4
"317","0uYDD59jCO0","2011-07-01T07:56:42.000Z","森友嵐士　2011 TOUR　CM",16026,27,1,3
"318","ofKLLlvAnNg","2011-06-30T17:56:05.000Z","JAY'ED×若旦那「Toy box」ティザートレーラー",108057,38,3,4
"319","eukEqS8XWrU","2011-06-30T03:52:15.000Z","未完成デイジー",223021,1206,7,43
"320","n21XBh3epjM","2011-06-29T02:41:30.000Z","Salyu 「青空」視聴トレーラー",78598,67,8,7
"321","UAdIkfQVIPY","2011-06-23T14:17:06.000Z","UNISON SQUARE GARDEN「Populus Populus」30秒SPOT",69940,485,2,12
"322","Nf4Sg_7BT1Y","2011-06-23T13:24:57.000Z","UNISON SQUARE GARDEN「Populus Populus」15秒SPOT",21783,112,0,3
"323","VAyu18lsXbI","2011-06-20T01:57:32.000Z","鴉「待っていてください」Music Video -45sec ver.-",21544,45,1,7
"324","IWRPJ_8TVGc","2011-06-06T03:20:22.000Z","ケツメイシ「こだま」PV",5827020,5326,353,261
"325","-O4lHQEIwt8","2011-05-30T12:41:05.000Z","湘南乃風 「純恋歌」（スペシャルver.）",2055634,1516,179,88
"326","YQSS7SgGia8","2011-05-30T08:07:35.000Z","湘南乃風 「純恋歌」（オリジナルver.)",8847782,12194,1119,678
"327","D_21GIwLG8g","2011-05-03T08:13:26.000Z","UNISON SQUARE GARDEN「オリオンをなぞる」ショートVer.",1892030,4477,116,257
"328","pStKF5BxFbs","2011-04-26T10:10:26.000Z","『the very best of aobozu』60秒トレーラー",23689,39,0,1
"329","65r830HQFRg","2011-04-26T04:13:48.000Z","muse'ic visualiser(iPhone App) ver.1.0 demo - salyu x salyu",32080,159,1,6
"330","LYvVS_A0ypM","2011-04-22T12:14:42.000Z","さくら学院　「 message 」 Music Video4",103485,357,5,17
"331","BbKNV0kj5p8","2011-04-20T04:46:29.000Z","PRAY FOR JAPAN_message from JAY'ED -HEAL THE WORLD-",15330,68,0,4
"332","eVa3lABeFcI","2011-04-20T04:28:22.000Z","PRAY FOR JAPAN_message from JAY'ED -ずっと一緒-",22416,68,1,4
"333","DSLK9CCzTo8","2011-04-12T09:04:33.000Z","salyu×salyu _SailingDays_full ver.",96450,361,3,16
"334","gzBfx_UQVBU","2011-03-29T11:54:46.000Z","salyu × salyu「続きを」（from ""s(o)un(d)beams""）special movie",215894,910,18,46
"335","T4m0oK-4Kfs","2011-03-28T09:54:01.000Z","森友嵐士　名前のない者たち",113616,232,9,13
"336","uFY7gLrTB9w","2011-03-25T13:35:42.000Z","藍坊主「星のすみか」PV",2286606,5428,133,253
"337","yP4T5aSjQ-A","2011-03-22T15:33:08.000Z","シクラメン『舞い桜』SPOT",378904,204,1,17
"338","wNR9LbksIXY","2011-03-08T04:02:06.000Z","salyu × salyu 「Sailing Days」 _45sec ver.",37069,42,1,4
"339","rGUkWZhedC8","2011-03-07T04:15:26.000Z","「さくら学院2010年度～message～」初回盤「く」盤特典DVDダイジェスト",15031,34,0,5
"340","2MXPOAfIXMs","2011-03-04T02:03:08.000Z","さくら学院　♪ FLYAWAY ミュージックビデオ",108024,291,8,31
"341","z_J8x0Fz6K8","2011-02-25T08:20:11.000Z","湘南乃風 / MyYouTubeコメント",115398,170,19,22
"342","DUy_soJMpHw","2011-02-17T12:12:53.000Z","S.R.S「Real Lie」",130880,215,7,21
"343","uywym_798Ng","2011-02-15T03:12:37.000Z","salyu×salyu_ただのともだち_４分割ver.",197899,1100,21,40
"344","nqfX7BTGwx0","2011-02-15T03:04:38.000Z","salyu×salyu_ただのともだち_合成ver.",181615,863,15,43
"345","lZdkbSjUkzk","2011-02-01T10:32:29.000Z","salyu × salyu_ただのともだち_D for google chrome music mixer",19391,20,6,3
"346","bstoQMZk-44","2011-02-01T10:13:04.000Z","salyu × salyu _ただのともだち_C for google chrome music mixer",17935,13,1,4
"347","2BR4rBmDVrg","2011-02-01T08:55:08.000Z","salyu × salyu_ただのともだち_B for google chrome music mixer",11923,19,1,0
"348","Sd6Anxkwq0g","2011-02-01T08:36:09.000Z","salyu × salyu_ただのともだち_A for google chrome music mixer",67383,140,9,13
"349","_uGr_txlbRE","2011-01-31T03:16:03.000Z","ケツメイシ『君とつくる未来』PV",11266343,8799,811,153
"350","uPXLXlykLQk","2011-01-26T06:51:01.000Z","珠妃『ヒカリ』",108257,163,10,13
"351","ItjnF7Q9IrU","2011-01-24T13:54:40.000Z","ケツメイシ『バラード』PV",56851504,51573,5001,2370
"352","01LgpigUg3Y","2011-01-12T01:21:47.000Z","ケツメイシ『バラード』（short ver.）",369470,154,9,10
"353","Rci6Q2Q-5YE","2011-01-06T11:36:39.000Z","""湘南乃風""　「爆音男 ～BOMBERMAN～」プロモーションビデオ（フル）",5374280,7151,515,600
"354","Txv2UQ8ayYg","2011-01-05T06:37:44.000Z","珠妃『夜想曲』（映画「白夜行」Ver.）",512246,793,23,35
"355","Pzms2Tz4RE8","2010-12-27T13:41:53.000Z","ケツメイシ「闘え！サラリーマン」あなたの宴会におじゃましました！！",322353,255,11,18
"356","7TlXHJYyUqQ","2010-12-27T04:09:50.000Z","""湘南乃風""　「爆音男 ～BOMBERMAN～」　プロモーションビデオ（前編）",223934,98,11,17
"357","KTcoylnFMu0","2010-12-24T09:22:38.000Z","ゆず　ニューシングル「Hey和」予告編",94067,130,7,4
"358","inJpAfotub4","2010-11-25T12:04:43.000Z","さくら学院『夢に向かって』",216767,401,21,42
"359","q5oZRwdlJ0w","2010-11-25T11:38:11.000Z","さくら学院『Hello！IVY』",207365,352,15,32
"360","_kvqGRWN5sk","2010-11-23T15:25:56.000Z","ゆず 『YUZU LIVE CIRCUIT 2010 SUMMER FUTATABI』ダイジェスト版",123230,185,7,6
"361","sCw0YdLBhto","2010-11-19T12:53:29.000Z","藍坊主「あさやけのうた/すべては僕の中にすべては心の中に」PV完全版",149638,216,5,11
